EWRB_ID,City,Postal_Code,PrimPropTypCalc,PrimPropTypSelf,Largest_PropTyp,All_Prop_Types,Thrd_Party_Cert,WN_Sit_Elc_Int1,WN_Sit_Elc_Int2,WN_Sit_Gas_Int1,WN_Sit_Gas_Int2,WN_Sit_Gas_Int3,All_Water_Int1,All_Water_Int2,Ind_Water_Int1,Ind_Water_Int2,Site_EUI1,Site_EUI2,Source_EUI1,Source_EUI2,WN_Site_EUI1,WN_Site_EUI2,WN_Source_EUI1,WN_Source_EUI2,GHG_Emiss_Int1,GHG_Emiss_Int2,Ener_Star_Score,Ener_Star_Certs,Data_Qual_Check,Data_Qual_Date
128068,Mississauga,L4W,Hotel,Hotel,Hotel,"Heated Swimming Pool, Hotel, Parking",Green Key Eco-Rating,0.383625792,9.9,0.227075469,6.087814174,0.565576408,0.859743818,0.079872809,0.079872809,0.079872809,0.585901209,15.12,0.935814432,24.15,0.623488787,16.09,0.995877055,25.7,12.91669333,1.2,100,Not Available,Yes,2021-06-30
128602,Caledon,L7C,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.026077538,0.002422682,0.002422682,0.002422682,0.167012845,4.31,0.229400473,5.92,Not Available,Not Available,Not Available,Not Available,5.381955553,0.5,100,Not Available,No,Not Available
129046,Oakville,L6K,Senior Living Community,Senior Living Community,Senior Living Community,"Parking, Senior Living Community",Not Available,0.228625472,5.9,0.567688672,15.21953543,1.413941019,1.307136572,0.121436953,Not Available,Not Available,0.715326476,18.46,0.939301939,24.24,0.755239059,19.49,0.981152025,25.32,25.83338665,2.4,100,Not Available,No,Not Available
129759,Dundas,L9H,Senior Living Community,Senior Living Community,Senior Living Community,Senior Living Community,Not Available,0.356500736,9.2,0.454150937,12.17562835,1.131152815,1.263945651,0.117424386,Not Available,Not Available,0.781201612,20.16,1.132277337,29.22,0.79941415,20.63,1.145839865,29.57,22.60421332,2.1,100,Not Available,No,Not Available
130582,Brantford,N3R,Senior Living Community,Senior Living Community,Senior Living Community,"Parking, Senior Living Community",Not Available,0.143375296,3.7,0.454150937,12.17562835,1.131152815,1.100961041,0.102282621,Not Available,Not Available,0.568851174,14.68,0.713388972,18.41,0.585901209,15.12,0.7269515,18.76,21.52782221,2,100,Not Available,No,Not Available
137110,Stratford,N5A,Senior Living Community,Senior Living Community,Senior Living Community,"Parking, Senior Living Community",Not Available,0.205375424,5.3,0.340613203,9.131721261,0.848364611,Not Available,Not Available,Not Available,Not Available,0.567688672,14.65,0.766476582,19.78,0.589388716,15.21,0.788176627,20.34,19.37503999,1.8,100,Not Available,No,Not Available
138256,Guelph,N1E,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.05812512,1.5,0.113537734,3.043907087,0.282788204,0.607525134,0.056440928,0.056440928,0.056440928,0.191812896,4.95,0.246450509,6.36,0.205375424,5.3,0.262338041,6.77,7.534737774,0.7,100,Not Available,Yes,2021-10-15
139412,Milton,L9T,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.104625216,2.7,0.113537734,3.043907087,0.282788204,0.025670076,0.002384828,0.002384828,0.002384828,0.181737875,4.69,0.284038086,7.33,0.18871289,4.87,0.2906256,7.5,4.305564442,0.4,100,Not Available,Yes,2021-06-07
141532,Milton,L9E,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.009371615,0.000870651,Not Available,Not Available,0.266988051,6.89,0.307675635,7.94,Not Available,Not Available,Not Available,Not Available,11.84030222,1.1,100,Not Available,No,Not Available
143492,Bolton,L7E,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.015500032,0.4,0.113537734,3.043907087,0.282788204,0.001222385,0.000113563,Not Available,Not Available,0.075950157,1.96,0.090675187,2.34,0.075950157,1.96,0.090675187,2.34,3.229173332,0.3,100,Not Available,No,Not Available
143494,Milton,L9T,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,0.077112659,1.99,0.084087674,2.17,Not Available,Not Available,Not Available,Not Available,3.229173332,0.3,100,Not Available,No,Not Available
100037,Hawkesbury,K6A,Retail Store,Strip Mall,Retail Store,Retail Store,Not Available,0.596751232,15.4,0.454150937,12.17562835,1.131152815,0.38219891,0.035507438,Not Available,Not Available,0.97882702,25.26,1.556978214,40.18,1.026489619,26.49,1.604640812,41.41,22.60421332,2.1,Not Available,Not Available,Yes,2021-06-07
100066,Rockland,K4K,Strip Mall,Strip Mall,Strip Mall,Strip Mall,Not Available,0.778876608,20.1,0.681226406,18.26344252,1.696729223,0.910676508,0.084604611,0.084604611,0.084604611,1.32757774,34.26,2.079329292,53.66,1.418640428,36.61,2.171554482,56.04,31.21534221,2.9,Not Available,Not Available,No,Not Available
100088,Cornwall,K6H,Convention Center,Convention Center,Convention Center,"Convention Center, Parking",Not Available,0.647126336,16.7,Not Available,Not Available,Not Available,0.999503121,0.092856872,Not Available,Not Available,1.151652377,29.72,1.777466169,45.87,Not Available,Not Available,Not Available,Not Available,29.06255999,2.7,Not Available,Not Available,No,Not Available
100099,Cornwall,K6H,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.449500928,11.6,0.113537734,3.043907087,0.282788204,0,0,Not Available,Not Available,0.559938656,14.45,0.969914502,25.03,0.581638701,15.01,1.012927091,26.14,8.611128884,0.8,Not Available,Not Available,No,Not Available
100101,Cornwall,K6H,Strip Mall,Strip Mall,Strip Mall,Strip Mall,Matt Morris P. Eng.,Not Available,Not Available,Not Available,Not Available,Not Available,1.530425488,0.142181171,0.142181171,0.142181171,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,Yes,2021-06-16
100137,Cornwall,K6H,Retail Store,Enclosed Mall,Retail Store,Retail Store,Not Available,1.143127359,29.5,0.681226406,18.26344252,1.696729223,1.105035656,0.102661165,Not Available,Not Available,1.765841145,45.57,2.870993426,74.09,1.798778713,46.42,2.905093496,74.97,36.59729776,3.4,Not Available,Not Available,No,Not Available
100139,Cornwall,K6J,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.453375936,11.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.398738323,10.29,0.781201612,20.16,0.451825933,11.66,0.884664326,22.83,2.152782221,0.2,Not Available,Not Available,Yes,2021-05-20
100148,Cornwall,K6J,Retail Store,Enclosed Mall,Retail Store,Retail Store,Not Available,0.5812512,15,0.227075469,6.087814174,0.565576408,0.310078221,0.028807207,Not Available,Not Available,0.790501632,20.4,1.349277785,34.82,0.802901657,20.72,1.361677811,35.14,13.99308444,1.3,Not Available,Not Available,No,Not Available
100189,Ottawa,K1M,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.189875392,4.9,1.021839609,27.39516378,2.545093834,0.878894509,0.081651967,Not Available,Not Available,1.026489619,26.49,1.222177523,31.54,1.193502463,30.8,1.38570286,35.76,41.97925331,3.9,Not Available,Not Available,No,Not Available
100194,Ottawa,K1M,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Not Available,0.197625408,5.1,0.79476414,21.30734961,1.979517426,0.763175436,0.070901314,Not Available,Not Available,0.856376768,22.1,1.052839673,27.17,0.974564512,25.15,1.171027417,30.22,33.36812443,3.1,Not Available,Not Available,Oui,2021-04-29
100199,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.511501056,13.2,1.475990546,39.57079213,3.676246649,2.85100829,0.26486732,Not Available,Not Available,1.78289118,46.01,2.282767212,58.91,2.031666693,52.43,2.538130239,65.5,65.65985774,6.1,Not Available,Not Available,No,Not Available
100203,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.170500352,4.4,0.340613203,9.131721261,0.848364611,0.856484126,0.079569974,Not Available,Not Available,0.484763501,12.51,0.656426355,16.94,0.530488595,13.69,0.696338937,17.97,16.14586666,1.5,Not Available,Not Available,Yes,2021-03-29
100208,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.209250432,5.4,1.021839609,27.39516378,2.545093834,1.53368518,0.142484007,Not Available,Not Available,1.025714617,26.47,1.234577548,31.86,1.181102438,30.48,1.392290374,35.93,41.97925331,3.9,Not Available,Not Available,No,Not Available
100213,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.240250496,6.2,0.79476414,21.30734961,1.979517426,1.273724727,0.118332892,0.118332892,0.118332892,0.867614291,22.39,1.105152281,28.52,0.997039558,25.73,1.235740051,31.89,32.29173332,3,Not Available,Not Available,Yes,2021-06-03
100234,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.267375552,6.9,0.79476414,21.30734961,1.979517426,1.732933866,0.160994814,Not Available,Not Available,0.909851878,23.48,1.189239955,30.69,1.0175771,26.26,1.281077644,33.06,32.29173332,3,Not Available,Not Available,No,Not Available
100236,Ottawa,K1K,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.201500416,5.2,0.681226406,18.26344252,1.696729223,1.210568191,0.112465458,Not Available,Not Available,0.762214073,19.67,0.961776985,24.82,0.86218928,22.25,1.062914694,27.43,29.06255999,2.7,Not Available,Not Available,No,Not Available
100252,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.430125888,11.1,0.908301875,24.3512567,2.26230563,1.026803043,0.095393118,Not Available,Not Available,1.266352614,32.68,1.686403481,43.52,1.335715257,34.47,1.755766124,45.31,44.13203553,4.1,Not Available,Not Available,Yes,2021-06-03
100255,Ottawa,K1N,Other,Other,Other,Other,Not Available,0.569626176,14.7,0.454150937,12.17562835,1.131152815,0.204953147,0.019040769,Not Available,Not Available,0.984639532,25.41,1.532178162,39.54,1.029977126,26.58,1.581003263,40.8,23.68060443,2.2,Not Available,Not Available,Yes,2021-06-18
100259,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing",Not Available,0.236375488,6.1,0.681226406,18.26344252,1.696729223,1.327102187,0.12329182,Not Available,Not Available,0.845139244,21.81,1.081127231,27.9,0.878851814,22.68,1.111739795,28.69,31.21534221,2.9,Not Available,Not Available,Yes,2021-06-03
100266,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.170500352,4.4,Not Available,Not Available,Not Available,1.720302558,0.159821327,0.159821327,0.159821327,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available
100297,Ottawa,K1N,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Autre - Hébergement/résidence,Not Available,0.282875584,7.3,0.681226406,18.26344252,1.696729223,0.511364214,0.047507287,0.012567665,0.012567665,0.956351974,24.68,1.234577548,31.86,0.999364563,25.79,1.277590137,32.97,34.44451554,3.2,Not Available,Not Available,Oui,2021-06-28
100299,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.11625024,3,0.340613203,9.131721261,0.848364611,0.860151279,0.079910664,Not Available,Not Available,0.451825933,11.66,0.565751168,14.6,0.490576013,12.66,0.604113747,15.59,17.22225777,1.6,Not Available,Not Available,Yes,2021-07-27
100306,Ottawa,K1N,Enclosed Mall,Enclosed Mall,Enclosed Mall,"Enclosed Mall, Parking",Not Available,0.85250176,22,0.227075469,6.087814174,0.565576408,0.637269825,0.0592043,Not Available,Not Available,1.054002175,27.2,1.876278873,48.42,Not Available,Not Available,Not Available,Not Available,15.06947555,1.4,Not Available,Not Available,Yes,2021-05-12
100314,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.827057478,0.169739183,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available
100315,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.294500608,7.6,0.567688672,15.21953543,1.413941019,1.118889348,0.103948215,Not Available,Not Available,0.831189216,21.45,1.118714809,28.87,0.868776793,22.42,1.158239891,29.89,27.98616887,2.6,Not Available,Not Available,Yes,2021-06-07
100341,OTTAWA,K1K,Strip Mall,Strip Mall,Strip Mall,Strip Mall,Not Available,0.902876864,23.3,1.021839609,27.39516378,2.545093834,0,0,Not Available,Not Available,1.826291269,47.13,2.702818079,69.75,1.959204044,50.56,2.836893355,73.21,50.5903822,4.7,Not Available,Not Available,Yes,2021-06-15
100356,Ottawa,K1K,Enclosed Mall,Enclosed Mall,Enclosed Mall,"Enclosed Mall, Office, Parking",Not Available,0.674251392,17.4,0.227075469,6.087814174,0.565576408,0.966906199,0.08982852,Not Available,Not Available,0.898226854,23.18,1.548065695,39.95,0.945889452,24.41,1.595728294,41.18,15.06947555,1.4,Not Available,Not Available,Yes,2021-06-01
100359,Ottawa,K1N,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.255750528,6.6,0.567688672,15.21953543,1.413941019,1.402482569,0.130294886,Not Available,Not Available,0.791664134,20.43,1.040439647,26.85,0.828089209,21.37,1.077639724,27.81,27.98616887,2.6,Not Available,Not Available,Yes,2021-06-17
100380,Ottawa,K1S,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.17437536,4.5,0.340613203,9.131721261,0.848364611,1.841318631,0.171064088,Not Available,Not Available,0.454150937,11.72,0.621163782,16.03,0.468100966,12.08,0.638213817,16.47,15.06947555,1.4,Not Available,Not Available,Yes,2021-06-23
100381,Ottawa,K1S,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.120125248,3.1,0.227075469,6.087814174,0.565576408,1.295727649,0.12037703,Not Available,Not Available,0.288300595,7.44,0.403000832,10.4,0.297600614,7.68,0.415788358,10.73,9.687519995,0.9,Not Available,Not Available,No,Not Available
100406,Ottawa,K1A,Office,Office,Office,Office,Not Available,0.751751552,19.4,0.113537734,3.043907087,0.282788204,0.301114067,0.02797441,Not Available,Not Available,0.84281424,21.75,1.539928178,39.74,0.87691431,22.63,1.598053298,41.24,9.687519995,0.9,Not Available,Not Available,Yes,2021-05-31
100451,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.182125376,4.7,0.340613203,9.131721261,0.848364611,0.716724822,0.066585911,0.066585911,0.066585911,0.451825933,11.66,0.628138796,16.21,0.475850982,12.28,0.651776345,16.82,13.99308444,1.3,Not Available,Not Available,No,Not Available
100476,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.36812576,9.5,0.454150937,12.17562835,1.131152815,1.462379413,0.135859484,Not Available,Not Available,0.767639084,19.81,1.123364819,28.99,0.811039174,20.93,1.16753991,30.13,21.52782221,2,Not Available,Not Available,Yes,2021-06-17
100477,ottawa,k2p,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.488251008,12.6,0.454150937,12.17562835,1.131152815,1.585432794,0.147291517,Not Available,Not Available,0.873426803,22.54,1.344627775,34.7,0.914114387,23.59,1.386865362,35.79,21.52782221,2,Not Available,Not Available,Yes,2021-06-28
100485,Ottawa,k2p,Parking,Multifamily Housing,Parking,"Multifamily Housing, Parking",Not Available,0.40687584,10.5,0.567688672,15.21953543,1.413941019,1.087922272,0.10107128,0.10107128,0.10107128,0.919926899,23.74,1.315177715,33.94,0.97882702,25.26,1.376402841,35.52,27.98616887,2.6,Not Available,Not Available,Yes,2021-06-03
100486,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.321625664,8.3,0.340613203,9.131721261,0.848364611,0.781511205,0.072604762,0.072604762,0.072604762,0.672313888,17.35,0.975727014,25.18,0.705251456,18.2,1.0175771,26.26,19.37503999,1.8,Not Available,Not Available,Yes,2021-06-15
100489,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.248000512,6.4,0.454150937,12.17562835,1.131152815,1.545909026,0.143619639,0.143619639,0.143619639,0.622326284,16.06,0.862964281,22.27,0.647513836,16.71,0.886989331,22.89,19.37503999,1.8,Not Available,Not Available,Yes,2021-06-02
100502,OTTAWA,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking, Retail Store",Not Available,0.472750976,12.2,0.113537734,3.043907087,0.282788204,0.572075981,0.053147594,0.053147594,0.053147594,0.597526233,15.42,1.024552115,26.44,0.631626304,16.3,1.088102246,28.08,9.687519995,0.9,Not Available,Not Available,Yes,2021-06-09
100503,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.391375808,10.1,0.340613203,9.131721261,0.848364611,1.345030494,0.124957414,Not Available,Not Available,0.69750144,18,1.073377215,27.7,0.724626496,18.7,1.102827276,28.46,17.22225777,1.6,Not Available,Not Available,Yes,2021-06-03
100509,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.240250496,6.2,0.567688672,15.21953543,1.413941019,1.316100726,0.122269751,Not Available,Not Available,0.74632654,19.26,0.985802035,25.44,0.775776601,20.02,1.012927091,26.14,25.83338665,2.4,Not Available,Not Available,Yes,2021-06-21
100520,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,Not Available,Not Available,0.454150937,12.17562835,1.131152815,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available
100529,Ottawa,K2P,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.333250688,8.6,0.908301875,24.3512567,2.26230563,1.649811715,0.153272514,Not Available,Not Available,1.209389996,31.21,1.532178162,39.54,1.275265132,32.91,1.60347831,41.38,45.20842664,4.2,Not Available,Not Available,Yes,2021-06-21
100550,Ottawa,k1r,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.929012277,0.086308059,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available
100552,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,Not Available,Not Available,No,Not Available
100561,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.709126464,18.3,0.567688672,15.21953543,1.413941019,1.646959484,0.153007533,Not Available,Not Available,1.248140076,32.21,1.903403929,49.12,1.314015212,33.91,1.999891628,51.61,32.29173332,3,Not Available,Not Available,Yes,2021-06-21
100562,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.356500736,9.2,0.681226406,18.26344252,1.696729223,1.29328288,0.120149903,Not Available,Not Available,1.008664582,26.03,1.357027801,35.02,1.055164678,27.23,1.403915398,36.23,34.44451554,3.2,Not Available,Not Available,Yes,2021-05-13
100566,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.104625216,2.7,0.681226406,18.26344252,1.696729223,1.054102965,0.097929364,Not Available,Not Available,0.744001536,19.2,0.850564256,21.95,0.781201612,20.16,0.890476838,22.98,32.29173332,3,Not Available,Not Available,Yes,2021-06-07
100567,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.449500928,11.6,5.22273578,140.019726,13.00825737,1.558947795,0.14483098,Not Available,Not Available,5.626124112,145.19,6.107787606,157.62,5.626124112,145.19,6.107787606,157.62,258.3338665,24,Not Available,Not Available,No,Not Available
100574,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.073625152,1.9,0.681226406,18.26344252,1.696729223,1.355624494,0.125941628,Not Available,Not Available,0.757564064,19.55,0.835839225,21.57,0.802901657,20.72,0.880014316,22.71,34.44451554,3.2,Not Available,Not Available,Yes,2021-06-21
100584,Ottawa,K1R,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.286750592,7.4,0.567688672,15.21953543,1.413941019,0.752988898,0.069954953,0.069954953,0.069954953,0.83816423,21.63,1.121039814,28.93,0.888151833,22.92,1.171027417,30.22,29.06255999,2.7,Not Available,Not Available,Yes,2021-03-18
100585,Ottawa,K1S,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.23250048,6,0.567688672,15.21953543,1.413941019,1.40818703,0.130824848,Not Available,Not Available,0.808714169,20.87,1.035789638,26.73,0.851726758,21.98,1.081127231,27.9,30.1389511,2.8,Not Available,Not Available,Yes,2021-06-21
100586,Ottawa,K1S,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.259625536,6.7,0.567688672,15.21953543,1.413941019,1.281059035,0.119014271,Not Available,Not Available,0.741676531,19.14,0.994714553,25.67,0.776939104,20.05,1.029977126,26.58,25.83338665,2.4,Not Available,Not Available,Yes,2021-06-21
100604,Ottawa,K1S,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.259625536,6.7,0.454150937,12.17562835,1.131152815,0.747691898,0.069462846,Not Available,Not Available,0.711063968,18.35,0.96410199,24.88,0.744001536,19.2,0.997039558,25.73,23.68060443,2.2,Not Available,Not Available,Yes,2021-06-21
100608,Ottawa,K1R,Mixed Use Property,Office,Distribution Center,"Distribution Center, Office, Retail Store",Not Available,0.306125632,7.9,0.79476414,21.30734961,1.979517426,0.067638613,0.006283832,0.006283832,0.006283832,0.994714553,25.67,1.29347767,33.38,1.047027161,27.02,1.350440287,34.85,35.52090665,3.3,Not Available,Not Available,Yes,2021-07-05
100609,Ottawa,k1y,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.220875456,5.7,0.340613203,9.131721261,0.848364611,0.463283754,0.043040466,Not Available,Not Available,0.498713529,12.87,0.713388972,18.41,0.518863571,13.39,0.733539014,18.93,15.06947555,1.4,Not Available,Not Available,Yes,2021-06-03
100610,Ottawa,k1s,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.298375616,7.7,0.340613203,9.131721261,0.848364611,5.45590982,0.506870576,Not Available,Not Available,0.641701324,16.56,0.931164422,24.03,0.671151385,17.32,0.961776985,24.82,18.29864888,1.7,Not Available,Not Available,Yes,2021-05-19
100621,Ottawa,K1Y,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.131750272,3.4,0,0,0,0.656013055,0.060945603,0.060945603,0.060945603,0.16468784,4.25,0.285200589,7.36,0.177087866,4.57,0.304188128,7.85,2.152782221,0.2,Not Available,Not Available,No,Not Available
100637,Ottawa,K1Y,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.21312544,5.5,0.908301875,24.3512567,2.26230563,1.231348729,0.114396033,Not Available,Not Available,1.047027161,27.02,1.261702604,32.56,1.094689759,28.25,1.309365203,33.79,41.97925331,3.9,Not Available,Not Available,Yes,2021-06-07
100650,Ottawa,K2C,Office,Office,Office,Office,Not Available,0.546376128,14.1,0,0,0,0.321487143,0.029867131,Not Available,Not Available,0.558776153,14.42,1.059427187,27.34,0.581638701,15.01,1.105152281,28.52,4.305564442,0.4,Not Available,Not Available,Yes,2021-05-31
100652,Ottawa,K2C,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.286750592,7.4,1.021839609,27.39516378,2.545093834,1.403297492,0.130370595,Not Available,Not Available,1.245815071,32.15,1.527528153,39.42,1.314015212,33.91,1.600378303,41.3,49.51399109,4.6,Not Available,Not Available,Yes,2021-06-23
100653,Ottawa,K2C,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.34875072,9,Not Available,Not Available,Not Available,3.16353128,0.293901654,Not Available,Not Available,0.346425715,8.94,0.679288902,17.53,0.347588217,8.97,0.681226406,17.58,2.152782221,0.2,Not Available,Not Available,Yes,2021-06-23
100654,Ottawa,K2C,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.317750656,8.2,2.270754687,60.87814174,5.655764075,3.185126741,0.295907938,Not Available,Not Available,2.416842488,62.37,2.741568159,70.75,2.559830283,66.06,2.886880959,74.5,105.4863288,9.8,Not Available,Not Available,Yes,2021-06-23
100655,Ottawa,K2C,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Heated Swimming Pool, Multifamily Housing, Parking",Not Available,0.32937568,8.5,1.021839609,27.39516378,2.545093834,1.72071002,0.159859182,Not Available,Not Available,1.238065055,31.95,1.559303218,40.24,1.305102694,33.68,1.632153369,42.12,47.36120886,4.4,Not Available,Not Available,Yes,2021-06-22
100656,Ottawa,K2C,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.337125696,8.7,0.227075469,6.087814174,0.565576408,1.235015882,0.114736723,0.114736723,0.114736723,0.568851174,14.68,0.873426803,22.54,0.602951244,15.56,0.927676915,23.94,13.99308444,1.3,Not Available,Not Available,Yes,2021-06-07
100663,Ottawa,K2E,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.23250048,6,0.567688672,15.21953543,1.413941019,1.499458412,0.139304236,Not Available,Not Available,0.779264108,20.11,1.009827084,26.06,0.809876672,20.9,1.038114643,26.79,27.98616887,2.6,Not Available,Not Available,No,Not Available
100674,Ottawa,k1z,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.298375616,7.7,0.681226406,18.26344252,1.696729223,0.995428506,0.092478328,Not Available,Not Available,0.988127039,25.5,1.282240147,33.09,1.0175771,26.26,1.311690207,33.85,35.52090665,3.3,Not Available,Not Available,Yes,2021-06-03
