EWRB_ID,City,Postal_Code,PrimPropTypCalc,PrimPropTypSelf,Largest_PropTyp,All_Prop_Types,Thrd_Party_Cert,WN_Sit_Elc_Int1,WN_Sit_Elc_Int2,WN_Sit_Gas_Int1,WN_Sit_Gas_Int2,WN_Sit_Gas_Int3,All_Water_Int1,All_Water_Int2,Ind_Water_Int1,Ind_Water_Int2,Site_EUI1,Site_EUI2,Source_EUI1,Source_EUI2,WN_Site_EUI1,WN_Site_EUI2,WN_Source_EUI1,WN_Source_EUI2,GHG_Emiss_Int1,GHG_Emiss_Int2,Ener_Star_Score,Ener_Star_Certs,Data_Qual_Check,Data_Qual_Date
105018,Toronto,m5r,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.178250368,4.6,1.362452812,36.52688504,3.393458445,1.481122643,0.137600787,0,0,1.486453068,38.36,1.675165958,43.23,1.575190751,40.65,1.760416133,45.43,65.65985774,6.1,0,Not Available,Yes,2021-06-23
�105032,Toronto,M5R,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.11625024,3,0.340613203,9.131721261,0.848364611,0.944088353,0.087708672,0,0,0.449888429,11.61,0.563426163,14.54,0.473525977,12.22,0.587063712,15.15,17.22225777,1.6,0,Not Available,No,Not Available
108191,Toronto,m9a,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.197625408,5.1,1.135377343,30.43907087,2.827882038,2.037307625,0.18927206,0,0,1.253952588,32.36,1.454678002,37.54,1.344627775,34.7,1.54574069,39.89,52.74316442,4.9,0,Not Available,No,Not Available
111285,Mississauga,L5V,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.442503216,0.041109891,Not Available,Not Available,1.028814623,26.55,1.587590777,40.97,Not Available,Not Available,Not Available,Not Available,26.90977776,2.5,0,Not Available,Yes,2021-08-29
113419,Brampton,L6S,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,Not Available,0.069750144,1.8,0.227075469,6.087814174,0.565576408,0.023632768,0.002195556,0,0,0.269313056,6.95,0.337125696,8.7,0.288300595,7.44,0.356500736,9.2,10.76391111,1,0,Not Available,No,Not Available
113804,Guelph,N1H,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.13562528,3.5,0.454150937,12.17562835,1.131152815,0.597746057,0.055532422,0,0,0.592876224,15.3,0.725788998,18.73,0.628138796,16.21,0.761051571,19.64,23.68060443,2.2,0,Not Available,No,Not Available
116227,ST. CATHARINES,L2M,Multifamily Housing,Multifamily Housing,Multifamily Housing,Multifamily Housing,Not Available,0.263500544,6.8,0.681226406,18.26344252,1.696729223,1.403297492,0.130370595,0,0,0.878851814,22.68,1.14816487,29.63,0.955189472,24.65,1.216365011,31.39,31.21534221,2.9,0,Not Available,Yes,2021-04-23
119155,London,N6H,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.178250368,4.6,0.681226406,18.26344252,1.696729223,1.84620817,0.17151834,0,0,0.83351422,21.51,1.0175771,26.26,0.8722643,22.51,1.051677171,27.14,33.36812443,3.1,0,Not Available,No,Not Available
143486,Cambridge,N3C,Multifamily Housing,Multifamily Housing,Multifamily Housing,"Multifamily Housing, Parking",Not Available,0.205375424,5.3,0.340613203,9.131721261,0.848364611,0.795772358,0.073929667,0,0,0.505301043,13.04,0.706413958,18.23,0.525838585,13.57,0.7269515,18.76,16.14586666,1.5,0,Not Available,No,Not Available
100956,Ottawa,K1B,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,0.44562592,11.5,1.021839609,27.39516378,2.545093834,3.291066737,0.305750085,Not Available,Not Available,1.369815327,35.35,1.808078732,46.66,1.431040454,36.93,1.869303858,48.24,48.43759998,4.5,1,Not Available,Yes,2021-06-22
101374,Ottawa,K2J,Retail Store,Enclosed Mall,Retail Store,Retail Store,Not Available,1.398877887,36.1,0.113537734,3.043907087,0.282788204,Not Available,Not Available,Not Available,Not Available,1.503503103,38.8,2.847355877,73.48,1.503503103,38.8,2.847355877,73.48,12.91669333,1.2,1,Not Available,No,Not Available
101582,Ottawa,K2M,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.294252671,33.4,0.681226406,18.26344252,1.696729223,1.500680797,0.139417799,Not Available,Not Available,1.968116562,50.79,3.218581643,83.06,2.021591673,52.17,3.269731749,84.38,40.9028622,3.8,1,Not Available,No,Not Available
101625,Ottawa,K4A,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.077252223,27.8,0.79476414,21.30734961,1.979517426,0.531329829,0.049362153,Not Available,Not Available,1.80226622,46.51,2.853943391,73.65,1.869303858,48.24,2.913231013,75.18,40.9028622,3.8,1,Not Available,No,Not Available
103074,Whitby,L1R,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.081127231,27.9,0.454150937,12.17562835,1.131152815,0.333303527,0.030964909,Not Available,Not Available,1.560465721,40.27,2.606330379,67.26,1.556978214,40.18,2.598580363,67.06,29.06255999,2.7,1,Not Available,No,Not Available
103914,Scarborough,M1P,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.236127551,31.9,0.79476414,21.30734961,1.979517426,0.558222289,0.051860544,Not Available,Not Available,2.015779161,52.02,3.211606629,82.88,2.03980421,52.64,3.236794181,83.53,45.20842664,4.2,1,Not Available,No,Not Available
105487,Toronto,M5G,Office,Office,Office,"Food Service, Office, Other, Parking, Social/Meeting Hall",Not Available,5.200260733,134.2,0,0,0,9.856086828,0.91566037,Not Available,Not Available,2021.001896,52154.78,2691.210105,69450.44,2127.263528,54897.01,2832.533196,73097.48,169183.9256,15717.7,1,Not Available,Yes,2021-06-30
106099,TORONTO,M4S,Office,Office,Office,"Office, Other",Not Available,1.468628031,37.9,1.362452812,36.52688504,3.393458445,1.127853501,0.104781012,0.104781012,0.104781012,2.753968184,71.07,4.174933617,107.74,2.841543365,73.33,4.264446302,110.05,72.11820441,6.7,1,Not Available,No,Not Available
106249,Toronto,M4H,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.643251328,16.6,0.79476414,21.30734961,1.979517426,1.433857106,0.133209676,Not Available,Not Available,1.37097783,35.38,2.00570414,51.76,1.407015404,36.31,2.031666693,52.43,40.9028622,3.8,1,Not Available,No,Not Available
106653,Toronto,M9N,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.181877439,30.5,0.567688672,15.21953543,1.413941019,0.760323206,0.070636333,Not Available,Not Available,1.734066079,44.75,2.875643435,74.21,1.734066079,44.75,2.875643435,74.21,33.36812443,3.1,1,Not Available,No,Not Available
106847,Toronto,M3J,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.158627391,29.9,0.681226406,18.26344252,1.696729223,0.479174753,0.044516788,Not Available,Not Available,1.794516204,46.31,2.915168517,75.23,1.791028697,46.22,2.909743506,75.09,37.67368887,3.5,1,Not Available,No,Not Available
106861,Toronto,M6B,K-12 School,K-12 School,K-12 School,"K-12 School, Parking",Not Available,2.088629311,53.9,Not Available,Not Available,Not Available,0.45146737,0.041942688,Not Available,Not Available,2.492792645,64.33,4.50082179,116.15,Not Available,Not Available,Not Available,Not Available,31.21534221,2.9,1,Not Available,No,Not Available
107376,Toronto,M3C,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.414377919,36.5,0.567688672,15.21953543,1.413941019,0.865448279,0.080402771,Not Available,Not Available,1.984004095,51.2,3.351494417,86.49,2.036316703,52.55,3.400319518,87.75,35.52090665,3.3,1,Not Available,No,Not Available
108122,Etobicoke,M8Z,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.484376,12.5,0.79476414,21.30734961,1.979517426,2.538485301,0.235832986,Not Available,Not Available,1.249302579,32.24,1.723991058,44.49,1.311690207,33.85,1.787541189,46.13,40.9028622,3.8,1,Not Available,Yes,2021-06-21
108308,Toronto,M9C,Office,Office,Office,Office,Not Available,2.604005375,67.2,0.113537734,3.043907087,0.282788204,1.075290964,0.099897793,0.099897793,0.099897793,2.714443103,70.05,5.216148266,134.61,2.722193119,70.25,5.224285783,134.82,20.4514311,1.9,1,Not Available,Yes,2020-07-01
108311,Etobicoke,M9C,Entrepôt non réfrigéré,Entrepôt non réfrigéré,Entrepôt non réfrigéré,"Entrep�t non r�frig�r�, Entrep�t r�frig�r�, Stationnement",Not Available,0.902876864,23.3,0.908301875,24.3512567,2.26230563,0.457171831,0.04247265,Not Available,Not Available,1.799941215,46.45,2.676855525,69.08,1.859228837,47.98,2.736918149,70.63,49.51399109,4.6,1,Not Available,Non,Not Available
108525,Toronto,M9W,Distribution Center,Distribution Center,Distribution Center,"Distribution Center, Parking",Not Available,0.689751424,17.8,0.681226406,18.26344252,1.696729223,0.305188682,0.028352955,Not Available,Not Available,1.275265132,32.91,1.942154009,50.12,1.345790278,34.73,2.012291653,51.93,33.36812443,3.1,1,Not Available,Yes,2021-06-29
108727,Toronto,M9W,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,4.177258622,107.8,1.135377343,30.43907087,2.827882038,Not Available,Not Available,Not Available,Not Available,5.270785879,136.02,9.324044245,240.62,5.343636029,137.9,9.366281832,241.71,75.34737774,7,1,Not Available,Yes,2021-08-24
109292,Vaughan,L4K,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.09616092,0.008933641,Not Available,Not Available,1.088102246,28.08,1.460490514,37.69,Not Available,Not Available,Not Available,Not Available,36.59729776,3.4,1,Not Available,No,Not Available
109517,Vaughan,L4L,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.000407462,3.78544E-05,Not Available,Not Available,14.47431737,373.53,17.43521099,449.94,Not Available,Not Available,Not Available,Not Available,585.5567641,54.4,1,Not Available,No,Not Available
109601,Vaughan,L4H,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Not Available,0.79437664,20.5,0.113537734,3.043907087,0.282788204,1.812796325,0.168414279,Not Available,Not Available,0.922251904,23.8,1.689890988,43.61,0.93000192,24,1.693378495,43.7,10.76391111,1,1,Not Available,No,Not Available
109602,Vaughan,L4H,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Not Available,2.080879295,53.7,0.454150937,12.17562835,1.131152815,1.334436494,0.123973199,Not Available,Not Available,2.545105253,65.68,4.559721911,117.67,2.586180338,66.74,4.590334474,118.46,33.36812443,3.1,1,Not Available,No,Not Available
109610,Vaughan,L4H,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Not Available,1.918128959,49.5,0.113537734,3.043907087,0.282788204,1.633513254,0.151758337,Not Available,Not Available,1.982841593,51.17,3.825020395,98.71,1.992141612,51.41,3.833932913,98.94,13.99308444,1.3,1,Not Available,No,Not Available
109611,Vaughan,L4H,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Parking",Not Available,0.643251328,16.6,1.135377343,30.43907087,2.827882038,0.015483538,0.001438468,Not Available,Not Available,1.739878591,44.9,2.370342392,61.17,1.806916229,46.63,2.438155032,62.92,58.12511997,5.4,1,Not Available,No,Not Available
109883,Markham,L3R,Office,Office,Office,Office,Not Available,5.611011581,144.8,Not Available,Not Available,Not Available,2.375500691,0.220691222,Not Available,Not Available,5.61023658,144.78,10.9957227,283.76,5.61023658,144.78,10.9957227,283.76,31.21534221,2.9,1,Not Available,Yes,2021-06-18
110318,Markham,L4B,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.449500928,11.6,0.454150937,12.17562835,1.131152815,0.318227451,0.029564296,Not Available,Not Available,0.883501824,22.8,1.317502719,34,0.916439392,23.65,1.35160279,34.88,23.68060443,2.2,1,Not Available,Yes,2021-06-17
110362,Richmond Hill,L4S,Retail Store,Enclosed Mall,Retail Store,Retail Store,Not Available,2.053754239,53,1.816603749,48.70251339,4.52461126,3.519652653,0.32698641,Not Available,Not Available,3.838582923,99.06,5.827237027,150.38,3.921508094,101.2,5.912487203,152.58,100.1043733,9.3,1,Not Available,No,Not Available
110553,Aurora,L4G,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.294252671,33.4,0.79476414,21.30734961,1.979517426,0.669866747,0.062232653,Not Available,Not Available,1.992141612,51.41,3.240281688,83.62,2.053366738,52.99,3.301506814,85.2,41.97925331,3.9,1,Not Available,No,Not Available
110976,Mississauga,L4W,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,0.313875648,8.1,0.681226406,18.26344252,1.696729223,0.281963375,0.026195253,Not Available,Not Available,0.917601894,23.68,1.224115027,31.59,1.004014572,25.91,1.311690207,33.85,31.21534221,2.9,1,Not Available,Yes,2021-06-22
111246,Mississauga,L5N,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.61110287,0.149676345,Not Available,Not Available,0.864126784,22.3,1.653465913,42.67,Not Available,Not Available,Not Available,Not Available,6.458346663,0.6,1,Not Available,No,Not Available
111263,Mississauga,L5M,Retail Store,Enclosed Mall,Retail Store,Retail Store,Not Available,0.980377023,25.3,1.135377343,30.43907087,2.827882038,Not Available,Not Available,Not Available,Not Available,2.056854245,53.08,3.00855621,77.64,2.147529433,55.42,3.099231397,79.98,58.12511997,5.4,1,Not Available,No,Not Available
112109,Mississauga,L4W,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.091996887,0.101449824,Not Available,Not Available,1.428715449,36.87,1.870466361,48.27,Not Available,Not Available,Not Available,Not Available,50.5903822,4.7,1,Not Available,No,Not Available
112163,Mississauga,L4W,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.178060686,0.016542378,Not Available,Not Available,1.429877951,36.9,1.594565791,41.15,Not Available,Not Available,Not Available,Not Available,63.50707552,5.9,1,Not Available,No,Not Available
112245,Mississauga,L5T,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,0.75562656,19.5,0.340613203,9.131721261,0.848364611,0.222066531,0.020630655,Not Available,Not Available,1.016414598,26.23,1.744528601,45.02,1.048189663,27.05,1.776303666,45.84,17.22225777,1.6,1,Not Available,Yes,2021-06-22
112424,Mississauga,L5B,K-12 School,K-12 School,K-12 School,"K-12 School, Parking",Not Available,0.42625088,11,1.475990546,39.57079213,3.676246649,2.50344361,0.232577507,Not Available,Not Available,1.779791173,45.93,2.203329548,56.86,1.908053938,49.24,2.331592312,60.17,68.88903108,6.4,1,Not Available,Yes,2021-06-23
112737,Mississauga,L5N,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.294252671,33.4,0.79476414,21.30734961,1.979517426,0.471432984,0.043797555,Not Available,Not Available,2.055691743,53.05,3.306156824,85.32,2.055691743,53.05,3.306156824,85.32,45.20842664,4.2,1,Not Available,No,Not Available
112970,Brampton,L7A,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.334525912,0.031078472,0.031078472,0.031078472,5.753611875,148.48,10.8527349,280.07,Not Available,Not Available,Not Available,Not Available,51.66677331,4.8,1,Not Available,No,Not Available
113218,Brampton,L6S,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7.053566459,0.655297725,Not Available,Not Available,1.659278425,42.82,1.749953612,45.16,Not Available,Not Available,Not Available,Not Available,78.57655107,7.3,1,Not Available,No,Not Available
113227,Brampton,L6S,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.41013492,0.223908847,Not Available,Not Available,1.928591481,49.77,2.054529241,53.02,Not Available,Not Available,Not Available,Not Available,90.41685329,8.4,1,Not Available,No,Not Available
113249,Brampton,l6t,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.560259597,0.052049816,Not Available,Not Available,1.298127679,33.5,1.628665862,42.03,Not Available,Not Available,Not Available,Not Available,49.51399109,4.6,1,Not Available,No,Not Available
113268,Brampton,l6t,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.229400839,0.021312034,Not Available,Not Available,1.122202316,28.96,1.893328908,48.86,Not Available,Not Available,Not Available,Not Available,20.4514311,1.9,1,Not Available,No,Not Available
113380,Brampton,L6T,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,2.371504895,61.2,0.227075469,6.087814174,0.565576408,1.296542573,0.120452739,0.060226369,0.060226369,2.592767851,66.91,4.886772586,126.11,2.586955339,66.76,4.86429754,125.53,23.68060443,2.2,1,Not Available,Yes,2021-05-13
113399,Brampton,L6T,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.035041691,0.003255479,0.003255479,0.003255479,57891.02957,1493958.97,58470.5998,1508915.59,Not Available,Not Available,Not Available,Not Available,2861043.266,265799.6,1,Not Available,No,Not Available
113432,Brampton,L6S,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.806773819,0.074951736,Not Available,Not Available,1.212877503,31.3,1.692215993,43.67,Not Available,Not Available,Not Available,Not Available,38.75007998,3.6,1,Not Available,No,Not Available
113489,BRAMPTON,L6Y,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.131502335,29.2,0.681226406,18.26344252,1.696729223,0.539071598,0.050081387,Not Available,Not Available,1.822803762,47.04,2.920981029,75.38,1.815828748,46.86,2.908581003,75.06,39.82647109,3.7,1,Not Available,No,Not Available
113612,Bolton,L7E,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.066008767,0.006132415,Not Available,Not Available,0.999364563,25.79,1.765841145,45.57,Not Available,Not Available,Not Available,Not Available,13.99308444,1.3,1,Not Available,No,Not Available
113618,Caledon,L7E,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2286.182272,212.3932695,212.3932695,212.3932695,10891.12228,281060.64,11000.37077,283879.95,Not Available,Not Available,Not Available,Not Available,538242.9165,50004.4,1,Not Available,No,Not Available
114633,Burlington,L7N,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.089641535,0.008327971,0.008327971,0.008327971,4.833684977,124.74,6.430188272,165.94,Not Available,Not Available,Not Available,Not Available,167.9170132,15.6,1,Not Available,No,Not Available
114900,Burlington,L7N,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.446985293,0.04152629,Not Available,Not Available,0.8722643,22.51,1.495753087,38.6,Not Available,Not Available,Not Available,Not Available,15.06947555,1.4,1,Not Available,No,Not Available
114962,Milton,L9T,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.259377599,32.5,0.908301875,24.3512567,2.26230563,0.556999905,0.051746981,Not Available,Not Available,2.108004351,54.4,3.33328188,86.02,2.139779417,55.22,3.358081931,86.66,48.43759998,4.5,1,Not Available,No,Not Available
115027,Milton,L9T,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,1.623628351,41.9,0.227075469,6.087814174,0.565576408,0.560667058,0.052087671,Not Available,Not Available,1.828616274,47.19,3.395669509,87.63,1.837528793,47.42,3.396832011,87.66,18.29864888,1.7,1,Not Available,Yes,2021-06-17
115104,Georgetown,L7G,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.251627583,32.3,0.567688672,15.21953543,1.413941019,0.834888665,0.07756369,Not Available,Not Available,1.784053682,46.04,3.002743698,77.49,1.828616274,47.19,3.03800627,78.4,32.29173332,3,1,Not Available,No,Not Available
115171,Stoney Creek,L8E,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5.986424725,0.55615702,Not Available,Not Available,1.284565151,33.15,2.178141996,56.21,Not Available,Not Available,Not Available,Not Available,22.60421332,2.1,1,Not Available,No,Not Available
116105,St. Catharines,L2S,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.317502719,34,0.454150937,12.17562835,1.131152815,0.599375903,0.05568384,Not Available,Not Available,1.78289118,46.01,3.082181362,79.54,1.81699125,46.89,3.086831371,79.66,29.06255999,2.7,1,Not Available,No,Not Available
116610,Brantford,N3S,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,0.592876224,15.3,0.454150937,12.17562835,1.131152815,0.061119229,0.005678162,Not Available,Not Available,0.984639532,25.41,1.560465721,40.27,1.015252095,26.2,1.589915782,41.03,22.60421332,2.1,1,Not Available,No,Not Available
116680,Brantford,N3S,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,2.197129535,56.7,0.340613203,9.131721261,0.848364611,0.2404023,0.022334103,Not Available,Not Available,2.504030168,64.62,4.615522026,119.11,2.53386773,65.39,4.644972087,119.87,27.98616887,2.6,1,Not Available,Yes,2021-06-17
116904,Cambridge,N3H,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,0.654876352,16.9,0.79476414,21.30734961,1.979517426,0.103902689,0.009652875,Not Available,Not Available,1.467465529,37.87,2.102191839,54.25,1.467465529,37.87,2.102191839,54.25,44.13203553,4.1,1,Not Available,No,Not Available
117688,Waterloo,N2L,Office,Office,Office,Office,Not Available,1.317502719,34,0.681226406,18.26344252,1.696729223,0.194766609,0.018094409,Not Available,Not Available,1.929366482,49.79,3.206181618,82.74,1.952229029,50.38,3.223231653,83.18,37.67368887,3.5,1,Not Available,Yes,2021-07-01
118009,Woodstock,N4V,Distribution Center,Distribution Center,Distribution Center,Distribution Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.033640471,0.18893137,Not Available,Not Available,1.627503359,42,1.732903577,44.72,Not Available,Not Available,Not Available,Not Available,76.42376885,7.1,1,Not Available,No,Not Available
118063,Simcoe,N3Y,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.232252543,31.8,0.681226406,18.26344252,1.696729223,0.407461525,0.037854412,Not Available,Not Available,1.828616274,47.19,3.020956235,77.96,1.881703884,48.56,3.073268843,79.31,36.59729776,3.4,1,Not Available,No,Not Available
118116,St. Thomas,N5P,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.251627583,32.3,0.567688672,15.21953543,1.413941019,1.014171736,0.094219631,Not Available,Not Available,1.755766124,45.31,2.967481125,76.58,1.820478757,46.98,3.029093752,78.17,31.21534221,2.9,1,Not Available,No,Not Available
118613,Windsor,N8W,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.274877631,32.9,0.681226406,18.26344252,1.696729223,0.400534679,0.037210887,Not Available,Not Available,1.988654105,51.32,3.218581643,83.06,2.009191647,51.85,3.239119186,83.59,41.97925331,3.9,1,Not Available,No,Not Available
119019,Strathroy,N7G,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.259377599,32.5,0.567688672,15.21953543,1.413941019,0.811663358,0.075405989,Not Available,Not Available,1.746853606,45.08,2.963993618,76.49,1.78289118,46.01,2.996931186,77.34,31.21534221,2.9,1,Not Available,No,Not Available
119111,London,N6H,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.286502655,33.2,0.454150937,12.17562835,1.131152815,1.030470197,0.095733808,Not Available,Not Available,1.732903577,44.72,2.979106149,76.88,1.770491154,45.69,3.009718712,77.67,29.06255999,2.7,1,Not Available,No,Not Available
119272,London,N5Y,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.286502655,33.2,0.567688672,15.21953543,1.413941019,0.695944285,0.064655336,Not Available,Not Available,1.78289118,46.01,3.025606245,78.08,1.818153753,46.92,3.058543813,78.93,31.21534221,2.9,1,Not Available,No,Not Available
120001,Markdale,N0C,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,Not Available,0.550251136,14.2,0.567688672,15.21953543,1.413941019,0.068046075,0.006321687,0.006321687,0.006321687,1.021064607,26.35,1.558140716,40.21,1.065239699,27.49,1.599215801,41.27,25.83338665,2.4,1,Not Available,Yes,2021-06-16
121320,Thunder Bay,P7B,Wholesale Club/Supercenter,Wholesale Club/Supercenter,Wholesale Club/Supercenter,"Parking, Wholesale Club/Supercenter",Not Available,1.197377471,30.9,0.908301875,24.3512567,2.26230563,1.900808014,0.176590832,Not Available,Not Available,2.040966713,52.67,3.203856613,82.68,2.072741778,53.49,3.230981669,83.38,48.43759998,4.5,1,Not Available,No,Not Available
126445,Etobicoke,M9B,Entrepôt réfrigéré,Entrepôt réfrigéré,Entrepôt réfrigéré,"Bureau, Entrep�t r�frig�r�, Stationnement",Not Available,1.588753279,41,0.567688672,15.21953543,1.413941019,0.755026206,0.070144225,Not Available,Not Available,2.098704332,54.16,3.640957515,93.96,2.1316419,55.01,3.663820062,94.55,33.36812443,3.1,1,Not Available,Oui,2019-07-17
